income,race,sex,workclass,marital-status,age,education-num,capital-gain,capital-loss,hours-per-week
>50K.,White,Male,Gov,Married,34,15,0,0,40
>50K.,White,Male,Gov,Married,53,14,7688,0,70
<=50K.,White,Male,Gov,Never-married,39,13,0,0,35
<=50K.,White,Female,Gov,Divorced,43,10,594,0,20
>50K.,Black,Male,Gov,Married,45,9,0,0,40
>50K.,White,Female,Gov,Married,36,14,0,0,60
>50K.,White,Male,Gov,Married,36,13,0,0,50
<=50K.,White,Female,Gov,Never-married,22,13,0,0,35
>50K.,White,Male,Gov,Married,40,14,0,0,40
>50K.,White,Female,Gov,Married,25,13,0,0,38
>50K.,White,Male,Gov,Married,41,13,0,0,45
>50K.,White,Male,Gov,Married,33,9,0,0,40
<=50K.,White,Male,Gov,Married,40,10,0,0,40
<=50K.,Amer-Indian-Eskimo,Male,Gov,Never-married,33,13,0,0,60
<=50K.,White,Female,Gov,Never-married,25,13,0,0,40
<=50K.,White,Female,Gov,Widowed,49,9,0,0,40
<=50K.,White,Female,Gov,Never-married,23,13,0,0,40
>50K.,White,Male,Gov,Married,34,10,0,0,40
<=50K.,Black,Female,Gov,Married,24,13,0,0,40
<=50K.,White,Male,Gov,Never-married,19,10,0,0,20
<=50K.,White,Female,Gov,Divorced,37,14,0,0,40
<=50K.,Black,Male,Gov,Married,29,9,0,0,40
<=50K.,White,Male,Gov,Married,26,10,0,0,40
<=50K.,White,Male,Gov,Never-married,23,13,0,0,40
<=50K.,White,Female,Gov,Divorced,49,14,0,0,60
<=50K.,White,Female,Gov,Divorced,46,9,0,0,30
<=50K.,White,Male,Gov,Divorced,57,13,2174,0,37
<=50K.,White,Male,Gov,Never-married,36,13,0,0,60
<=50K.,White,Male,Gov,Divorced,38,10,0,0,75
<=50K.,White,Male,Gov,Married,36,5,0,0,25
>50K.,White,Male,Gov,Married,40,16,0,0,50
<=50K.,White,Male,Gov,Divorced,56,14,0,1669,40
>50K.,Black,Female,Gov,Married,33,10,0,0,40
<=50K.,Black,Male,Gov,Never-married,21,10,0,0,20
<=50K.,White,Female,Gov,Divorced,75,9,0,0,20
>50K.,Asian-Pac-Islander,Male,Gov,Married,55,14,0,0,60
<=50K.,White,Male,Gov,Never-married,26,14,0,0,50
<=50K.,Black,Female,Gov,Divorced,42,9,0,0,40
<=50K.,Black,Female,Gov,Never-married,35,10,0,0,40
<=50K.,White,Female,Gov,Divorced,51,10,0,0,40
<=50K.,White,Female,Gov,Widowed,62,9,0,0,18
<=50K.,White,Male,Gov,Never-married,22,10,0,0,20
>50K.,White,Male,Gov,Married,45,9,0,0,40
<=50K.,White,Female,Gov,Never-married,20,10,0,0,24
<=50K.,White,Female,Gov,Divorced,31,13,0,0,40
<=50K.,Black,Male,Gov,Married,33,9,0,0,40
>50K.,White,Male,Gov,Married,54,14,0,1977,40
<=50K.,White,Male,Gov,Divorced,29,10,0,0,20
<=50K.,White,Female,Gov,Never-married,25,9,0,0,40
<=50K.,White,Male,Gov,Married,58,5,0,0,40
<=50K.,White,Female,Gov,Never-married,34,11,0,0,40
>50K.,White,Male,Gov,Divorced,49,16,0,0,50
<=50K.,White,Male,Gov,Never-married,43,13,0,0,50
<=50K.,White,Male,Gov,Never-married,21,10,0,1602,10
<=50K.,White,Female,Gov,Never-married,23,13,0,0,45
<=50K.,White,Male,Gov,Married,31,9,0,0,40
<=50K.,White,Female,Gov,Divorced,46,14,0,0,50
<=50K.,Black,Male,Gov,Separated,30,9,0,0,35
>50K.,White,Male,Gov,Married,49,14,0,0,40
>50K.,White,Male,Gov,Married,49,13,15024,0,40
<=50K.,White,Female,Gov,Separated,30,9,0,0,26
<=50K.,White,Female,Gov,Widowed,42,9,0,0,40
<=50K.,Black,Male,Gov,Widowed,58,2,0,0,40
<=50K.,White,Female,Gov,Never-married,22,13,0,0,40
<=50K.,White,Female,Gov,Never-married,64,5,0,0,38
<=50K.,White,Male,Gov,Married,43,9,0,0,40
>50K.,White,Male,Gov,Married,45,9,0,0,40
<=50K.,White,Male,Gov,Never-married,27,13,0,0,35
<=50K.,White,Male,Gov,Never-married,39,13,0,0,45
<=50K.,Black,Male,Gov,Married,38,13,0,0,52
<=50K.,White,Male,Gov,Never-married,29,14,0,0,45
<=50K.,White,Female,Gov,Never-married,24,10,0,0,40
<=50K.,White,Male,Gov,Married,36,10,0,0,40
>50K.,Black,Male,Gov,Married,48,9,7298,0,38
<=50K.,White,Male,Gov,Never-married,28,9,0,0,40
<=50K.,Black,Female,Gov,Divorced,24,10,0,0,25
<=50K.,Asian-Pac-Islander,Female,Gov,Divorced,37,9,0,0,40
<=50K.,White,Female,Gov,Widowed,64,9,0,0,40
>50K.,White,Male,Gov,Married,43,13,0,0,55
>50K.,White,Male,Gov,Married,57,16,0,0,40
>50K.,White,Male,Gov,Married,37,9,0,0,40
<=50K.,Black,Male,Gov,Married,39,9,0,1628,40
<=50K.,White,Male,Gov,Married,56,9,0,0,40
<=50K.,White,Male,Gov,Separated,36,13,0,0,40
<=50K.,White,Male,Gov,Married,30,9,0,0,40
<=50K.,Black,Female,Gov,Divorced,33,9,0,0,35
<=50K.,White,Female,Gov,Never-married,22,10,0,0,10
>50K.,White,Male,Gov,Divorced,44,15,0,0,40
>50K.,White,Male,Gov,Married,44,11,4386,0,40
<=50K.,White,Male,Gov,Married,53,10,0,0,35
<=50K.,White,Female,Gov,Divorced,72,7,0,0,8
<=50K.,White,Female,Gov,Divorced,42,9,0,0,40
>50K.,White,Male,Gov,Married,47,10,0,1887,40
<=50K.,White,Male,Gov,Married,69,6,0,0,25
>50K.,White,Male,Gov,Married,38,16,0,0,45
<=50K.,Amer-Indian-Eskimo,Male,Gov,Never-married,30,10,0,0,84
<=50K.,Black,Female,Gov,Never-married,36,9,0,0,36
<=50K.,White,Female,Gov,Never-married,28,14,0,0,40
>50K.,White,Male,Gov,Married,33,13,0,0,40
<=50K.,Black,Female,Gov,Never-married,65,10,0,0,40
>50K.,White,Male,Gov,Married,48,9,0,0,40
<=50K.,White,Male,Gov,Divorced,61,13,0,0,30
<=50K.,White,Male,Gov,Married,36,13,0,0,40
<=50K.,Black,Male,Gov,Married,52,10,0,0,40
>50K.,White,Male,Gov,Married,29,11,0,0,42
>50K.,Black,Male,Gov,Divorced,46,13,0,0,50
>50K.,White,Male,Gov,Married,42,10,0,0,52
>50K.,White,Female,Gov,Married,60,14,3103,0,40
>50K.,White,Male,Gov,Married,36,10,0,0,56
<=50K.,White,Male,Gov,Never-married,25,10,0,0,40
>50K.,White,Female,Gov,Married,36,9,0,0,40
<=50K.,White,Male,Gov,Divorced,42,9,0,0,40
<=50K.,White,Female,Gov,Divorced,40,9,0,0,22
>50K.,White,Male,Gov,Married,51,9,0,0,40
<=50K.,White,Female,Gov,Never-married,61,9,0,0,35
<=50K.,White,Female,Gov,Divorced,40,7,0,0,52
<=50K.,White,Male,Gov,Married,34,13,0,0,55
>50K.,White,Male,Gov,Married,51,9,0,0,40
<=50K.,White,Male,Gov,Married,64,9,0,0,8
>50K.,White,Male,Gov,Married,26,9,3103,0,40
<=50K.,White,Female,Gov,Divorced,59,6,0,0,37
<=50K.,White,Male,Gov,Never-married,17,6,0,0,30
<=50K.,White,Male,Gov,Married,37,13,0,0,40
<=50K.,Amer-Indian-Eskimo,Male,Gov,Never-married,23,10,0,0,40
<=50K.,White,Male,Gov,Never-married,31,10,0,0,13
<=50K.,Black,Female,Gov,Never-married,19,9,0,0,40
>50K.,White,Male,Gov,Married,38,13,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Married,90,12,0,0,20
<=50K.,Black,Female,Gov,Married,32,10,0,0,40
<=50K.,White,Female,Gov,Divorced,66,16,3273,0,40
<=50K.,White,Male,Gov,Never-married,22,12,0,0,20
<=50K.,White,Female,Gov,Divorced,37,13,1151,0,35
>50K.,White,Male,Gov,Never-married,52,14,0,0,32
>50K.,White,Male,Gov,Married,54,16,0,0,46
<=50K.,White,Male,Gov,Never-married,40,13,0,0,40
<=50K.,White,Female,Gov,Never-married,22,13,0,0,35
<=50K.,White,Male,Gov,Never-married,34,13,0,0,48
<=50K.,White,Female,Gov,Widowed,62,9,0,0,40
>50K.,Black,Male,Gov,Married,46,10,0,0,40
>50K.,White,Male,Gov,Married,47,10,0,0,40
<=50K.,White,Male,Gov,Never-married,54,13,0,0,50
>50K.,Asian-Pac-Islander,Female,Gov,Married,40,14,0,0,38
>50K.,White,Male,Gov,Married,42,14,0,1902,40
<=50K.,White,Male,Gov,Married,55,6,0,0,45
<=50K.,White,Male,Gov,Divorced,65,6,0,0,40
<=50K.,White,Female,Gov,Widowed,53,9,0,0,58
<=50K.,White,Male,Gov,Married,56,9,0,0,40
<=50K.,White,Male,Gov,Divorced,37,9,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Divorced,43,10,0,0,40
>50K.,White,Female,Gov,Divorced,46,14,0,0,65
<=50K.,White,Female,Gov,Never-married,41,13,0,0,70
>50K.,White,Female,Gov,Never-married,30,13,0,0,60
<=50K.,White,Male,Gov,Never-married,25,9,0,0,40
<=50K.,White,Female,Gov,Never-married,54,9,0,0,30
<=50K.,White,Female,Gov,Never-married,58,13,0,0,37
<=50K.,White,Female,Gov,Married,24,12,0,0,40
>50K.,White,Female,Gov,Never-married,43,14,10520,0,50
<=50K.,White,Male,Gov,Never-married,42,10,0,0,40
>50K.,White,Female,Gov,Married,48,9,0,0,40
<=50K.,White,Male,Gov,Never-married,36,9,0,0,40
>50K.,White,Male,Gov,Married,51,16,7298,0,40
>50K.,White,Male,Gov,Divorced,41,9,0,0,40
<=50K.,White,Male,Gov,Married,34,10,0,0,40
>50K.,White,Male,Gov,Married,43,9,7688,0,40
>50K.,White,Male,Gov,Married,41,13,0,0,40
<=50K.,White,Female,Gov,Divorced,45,14,0,0,55
>50K.,White,Male,Gov,Married,38,10,0,0,40
<=50K.,Black,Male,Gov,Never-married,53,12,0,0,40
>50K.,White,Male,Gov,Married,45,13,7298,0,40
<=50K.,White,Male,Gov,Married,31,9,0,0,48
<=50K.,White,Male,Gov,Married,47,16,0,0,45
<=50K.,White,Female,Gov,Married,61,10,0,0,30
<=50K.,Other,Female,Gov,Never-married,33,3,0,0,40
>50K.,White,Male,Gov,Married,61,10,0,0,40
<=50K.,White,Female,Gov,Divorced,35,10,0,0,50
<=50K.,White,Male,Gov,Divorced,36,10,0,0,60
<=50K.,White,Male,Gov,Never-married,32,9,0,0,40
>50K.,White,Male,Gov,Married,29,10,0,1485,40
>50K.,White,Male,Gov,Married,30,10,15024,0,40
<=50K.,White,Male,Gov,Married,47,10,0,0,40
<=50K.,White,Male,Gov,Married,38,3,0,0,40
>50K.,White,Male,Gov,Married,38,14,0,0,40
<=50K.,White,Female,Gov,Widowed,60,9,0,0,35
<=50K.,White,Female,Gov,Never-married,25,13,0,0,20
<=50K.,White,Male,Gov,Married,43,9,0,0,40
>50K.,Black,Male,Gov,Married,46,13,0,0,40
<=50K.,White,Male,Gov,Married,26,14,0,0,30
>50K.,White,Male,Gov,Married,48,10,0,0,40
<=50K.,Black,Male,Gov,Married,71,9,0,0,40
<=50K.,White,Male,Gov,Never-married,39,9,0,0,50
<=50K.,White,Female,Gov,Widowed,67,13,0,0,40
>50K.,White,Male,Gov,Married,40,10,7298,0,40
>50K.,White,Male,Gov,Married,31,10,0,0,35
<=50K.,White,Female,Gov,Never-married,20,11,0,0,35
<=50K.,White,Male,Gov,Never-married,27,14,0,0,40
<=50K.,White,Male,Gov,Separated,41,9,0,0,40
<=50K.,White,Male,Gov,Never-married,31,13,0,0,45
>50K.,Black,Male,Gov,Never-married,29,12,0,0,40
<=50K.,Other,Female,Gov,Divorced,29,9,0,0,40
>50K.,Black,Male,Gov,Married,65,10,0,0,40
<=50K.,Black,Female,Gov,Divorced,43,9,0,0,40
>50K.,White,Male,Gov,Married,47,14,0,0,60
<=50K.,White,Female,Gov,Never-married,52,14,0,0,40
<=50K.,Black,Male,Gov,Married,26,10,0,0,40
<=50K.,Black,Female,Gov,Divorced,50,13,0,0,40
<=50K.,Asian-Pac-Islander,Female,Gov,Married,39,9,3464,0,20
<=50K.,White,Female,Gov,Widowed,84,11,0,0,14
<=50K.,White,Female,Gov,Divorced,67,14,2009,0,40
<=50K.,White,Female,Gov,Divorced,42,15,0,0,40
>50K.,White,Male,Gov,Married,43,15,0,0,50
<=50K.,Black,Female,Gov,Never-married,40,10,0,0,49
<=50K.,Black,Female,Gov,Married,37,10,0,0,27
>50K.,White,Male,Gov,Married,45,10,0,0,65
>50K.,White,Male,Gov,Married,51,9,0,0,40
>50K.,White,Male,Gov,Married,52,13,0,0,60
<=50K.,White,Male,Gov,Married,49,9,0,0,56
<=50K.,White,Female,Gov,Divorced,40,11,0,0,40
<=50K.,White,Male,Gov,Married,32,11,0,0,40
<=50K.,White,Female,Gov,Divorced,53,10,0,0,40
<=50K.,Amer-Indian-Eskimo,Male,Gov,Married,42,9,0,0,40
>50K.,Other,Female,Gov,Married,39,14,7688,0,38
<=50K.,White,Female,Gov,Never-married,31,13,0,0,40
<=50K.,Black,Female,Gov,Divorced,39,13,0,625,40
<=50K.,Amer-Indian-Eskimo,Female,Gov,Never-married,40,11,0,0,40
<=50K.,White,Male,Gov,Married,65,7,0,0,35
>50K.,White,Male,Gov,Married,43,14,0,0,35
<=50K.,White,Female,Gov,Married,55,10,0,0,37
<=50K.,White,Female,Gov,Divorced,26,9,0,0,40
<=50K.,Black,Male,Gov,Married,25,10,0,0,40
<=50K.,White,Male,Gov,Married,51,4,0,0,40
<=50K.,White,Male,Gov,Never-married,35,3,0,0,40
<=50K.,Amer-Indian-Eskimo,Male,Gov,Married,35,9,0,0,40
<=50K.,White,Male,Gov,Married,59,14,0,0,50
<=50K.,Amer-Indian-Eskimo,Female,Gov,Widowed,43,10,0,0,15
<=50K.,White,Male,Gov,Married,32,10,0,0,40
<=50K.,White,Male,Gov,Never-married,23,3,0,0,35
>50K.,White,Male,Gov,Married,53,16,0,0,50
<=50K.,White,Female,Gov,Divorced,31,10,0,0,35
>50K.,White,Male,Gov,Married,52,14,0,0,50
>50K.,White,Male,Gov,Married,33,14,0,0,50
<=50K.,Black,Male,Gov,Never-married,22,10,0,0,39
<=50K.,White,Male,Gov,Married,47,10,0,0,45
<=50K.,White,Female,Gov,Divorced,50,14,0,0,45
>50K.,White,Male,Gov,Married,52,16,0,1887,70
>50K.,White,Male,Gov,Married,50,13,0,0,38
<=50K.,White,Female,Gov,Never-married,40,13,0,0,45
<=50K.,White,Female,Gov,Never-married,28,10,0,0,16
<=50K.,White,Female,Gov,Divorced,49,10,0,0,44
<=50K.,White,Male,Gov,Married,25,9,0,0,35
<=50K.,Black,Female,Gov,Separated,36,10,6497,0,56
<=50K.,White,Female,Gov,Married,36,9,0,0,40
<=50K.,White,Female,Gov,Widowed,51,10,0,0,40
>50K.,White,Female,Gov,Married,30,13,0,0,33
>50K.,White,Male,Gov,Married,46,13,7688,0,40
>50K.,White,Male,Gov,Married,51,14,0,1977,35
>50K.,White,Male,Gov,Married,37,11,0,0,40
>50K.,White,Male,Gov,Married,60,13,7298,0,48
<=50K.,White,Female,Gov,Widowed,76,10,0,0,30
<=50K.,White,Male,Gov,Never-married,42,13,4650,0,35
>50K.,White,Male,Gov,Married,43,14,0,0,40
<=50K.,White,Male,Gov,Divorced,44,9,0,0,40
<=50K.,White,Male,Gov,Married,31,10,0,0,38
<=50K.,Amer-Indian-Eskimo,Male,Gov,Divorced,53,13,0,0,40
<=50K.,White,Female,Gov,Never-married,25,9,0,0,40
>50K.,White,Female,Gov,Married,50,13,0,0,40
<=50K.,Black,Female,Gov,Separated,30,9,0,0,40
<=50K.,Black,Female,Gov,Never-married,35,14,0,0,40
<=50K.,White,Male,Gov,Married,27,12,4064,0,40
<=50K.,White,Female,Gov,Divorced,47,10,0,0,40
>50K.,White,Male,Gov,Married,57,9,0,0,25
<=50K.,White,Male,Gov,Never-married,24,13,0,0,40
<=50K.,White,Male,Gov,Divorced,38,9,0,0,40
<=50K.,White,Male,Gov,Never-married,18,9,0,0,25
>50K.,White,Female,Gov,Married,43,10,0,0,40
<=50K.,Black,Male,Gov,Never-married,25,13,0,0,40
<=50K.,White,Male,Gov,Never-married,27,15,0,0,70
>50K.,White,Male,Gov,Married,53,10,0,0,40
<=50K.,White,Male,Gov,Never-married,30,13,0,0,35
<=50K.,White,Female,Gov,Divorced,53,14,0,0,50
<=50K.,White,Male,Gov,Married,47,13,0,1740,40
<=50K.,White,Female,Gov,Never-married,73,10,0,0,11
<=50K.,White,Female,Gov,Married,24,10,0,0,50
>50K.,White,Male,Gov,Separated,59,10,0,0,40
>50K.,White,Male,Gov,Married,60,16,7688,0,60
<=50K.,White,Male,Gov,Married,36,12,0,0,40
<=50K.,White,Male,Gov,Married,32,14,0,0,48
>50K.,White,Male,Gov,Married,46,13,7688,0,45
<=50K.,White,Male,Gov,Never-married,43,9,0,0,40
<=50K.,White,Female,Gov,Never-married,20,9,0,0,40
<=50K.,Black,Male,Gov,Never-married,48,10,0,0,40
<=50K.,White,Male,Gov,Married,54,9,0,0,40
<=50K.,White,Male,Gov,Married,59,10,0,0,42
>50K.,White,Male,Gov,Married,49,9,0,0,40
>50K.,White,Male,Gov,Married,45,9,0,0,78
<=50K.,White,Male,Gov,Married,55,9,0,0,44
<=50K.,Black,Female,Gov,Widowed,46,14,0,0,35
<=50K.,White,Male,Gov,Never-married,24,10,0,0,12
<=50K.,White,Female,Gov,Separated,35,9,0,0,38
<=50K.,White,Male,Gov,Married,49,9,0,0,40
>50K.,White,Male,Gov,Married,47,12,0,0,40
<=50K.,White,Male,Gov,Never-married,44,9,0,0,40
<=50K.,White,Male,Gov,Divorced,44,11,0,0,40
>50K.,White,Female,Gov,Married,47,9,0,0,40
<=50K.,White,Female,Gov,Widowed,57,13,0,0,35
<=50K.,White,Female,Gov,Divorced,38,10,0,0,40
<=50K.,White,Female,Gov,Widowed,71,9,0,0,33
<=50K.,White,Female,Gov,Married,24,13,0,0,40
<=50K.,Black,Female,Gov,Never-married,55,4,0,0,40
<=50K.,White,Male,Gov,Never-married,35,9,0,0,40
<=50K.,White,Female,Gov,Never-married,20,10,0,0,10
<=50K.,White,Male,Gov,Never-married,21,10,0,0,40
>50K.,White,Male,Gov,Married,39,9,0,0,40
<=50K.,White,Male,Gov,Married,51,10,0,0,40
>50K.,Black,Male,Gov,Never-married,33,13,0,1564,52
<=50K.,White,Male,Gov,Married,29,10,0,0,60
>50K.,White,Female,Gov,Widowed,61,7,0,0,32
<=50K.,White,Male,Gov,Married,50,10,0,0,40
>50K.,White,Female,Gov,Married,40,13,0,0,40
<=50K.,White,Female,Gov,Divorced,50,10,0,880,40
>50K.,White,Female,Gov,Married,45,14,0,1977,35
<=50K.,White,Female,Gov,Never-married,22,11,0,0,10
>50K.,White,Male,Gov,Married,37,15,0,0,60
<=50K.,White,Male,Gov,Married,66,9,0,2267,40
>50K.,White,Male,Gov,Married,42,9,0,0,40
<=50K.,Black,Male,Gov,Separated,37,11,0,0,40
<=50K.,White,Male,Gov,Married,39,10,0,0,50
<=50K.,White,Male,Gov,Never-married,26,13,0,0,40
<=50K.,White,Female,Gov,Never-married,33,10,0,0,10
>50K.,White,Male,Gov,Married,46,15,15024,0,50
>50K.,White,Male,Gov,Married,62,14,0,0,40
>50K.,White,Male,Gov,Married,45,14,0,0,50
<=50K.,White,Female,Gov,Divorced,44,10,0,0,40
>50K.,White,Male,Gov,Married,38,16,0,0,55
<=50K.,White,Female,Gov,Never-married,45,14,0,0,40
<=50K.,Other,Male,Gov,Married,51,10,0,0,40
<=50K.,White,Male,Gov,Divorced,44,9,0,0,40
<=50K.,Black,Male,Gov,Married,33,14,0,0,40
<=50K.,Black,Female,Gov,Divorced,45,9,0,0,40
>50K.,White,Male,Gov,Married,52,12,7298,0,40
>50K.,White,Male,Gov,Married,49,13,0,0,40
>50K.,White,Male,Gov,Divorced,59,14,0,0,40
>50K.,White,Male,Gov,Married,53,14,0,0,60
>50K.,Asian-Pac-Islander,Female,Gov,Married,36,9,0,0,40
<=50K.,White,Female,Gov,Divorced,45,14,0,0,40
<=50K.,White,Male,Gov,Divorced,53,9,0,1092,40
<=50K.,White,Male,Gov,Married,33,12,0,0,50
>50K.,Black,Female,Gov,Separated,43,16,0,0,24
<=50K.,White,Male,Gov,Divorced,44,10,0,0,50
<=50K.,White,Female,Gov,Divorced,49,9,594,0,10
>50K.,White,Male,Gov,Married,32,15,15024,0,50
<=50K.,White,Male,Gov,Divorced,45,9,0,0,48
>50K.,White,Male,Gov,Married,60,16,0,1902,40
>50K.,Black,Male,Gov,Married,46,14,0,0,38
<=50K.,White,Female,Gov,Never-married,36,7,0,0,23
<=50K.,White,Female,Gov,Never-married,23,9,0,0,21
<=50K.,White,Male,Gov,Married,40,13,0,0,40
<=50K.,Asian-Pac-Islander,Male,Gov,Never-married,26,9,0,0,40
<=50K.,White,Male,Gov,Divorced,49,13,0,0,40
<=50K.,White,Female,Gov,Never-married,42,13,0,0,40
<=50K.,White,Male,Gov,Married,43,13,0,0,53
<=50K.,White,Male,Gov,Married,62,9,0,0,38
<=50K.,White,Male,Gov,Never-married,22,13,0,0,10
<=50K.,Asian-Pac-Islander,Male,Gov,Divorced,45,12,0,2080,40
<=50K.,Black,Female,Gov,Never-married,26,9,0,0,25
>50K.,White,Male,Gov,Married,42,6,99999,0,40
<=50K.,White,Female,Gov,Never-married,22,9,0,0,53
<=50K.,Black,Male,Gov,Never-married,34,9,0,0,42
>50K.,White,Female,Gov,Separated,43,16,0,0,40
<=50K.,White,Female,Gov,Never-married,33,9,0,0,30
<=50K.,White,Male,Gov,Married,29,10,0,0,40
>50K.,White,Female,Gov,Never-married,54,16,0,0,50
>50K.,White,Male,Gov,Married,47,13,0,0,40
<=50K.,White,Male,Gov,Married,54,9,0,0,40
<=50K.,Other,Female,Gov,Never-married,32,14,0,0,40
<=50K.,White,Male,Gov,Married,49,9,0,0,40
>50K.,Black,Male,Gov,Married,41,10,0,0,40
<=50K.,White,Female,Gov,Never-married,26,14,0,0,40
<=50K.,White,Male,Gov,Separated,35,13,0,0,42
<=50K.,Black,Female,Gov,Married,38,10,0,0,35
<=50K.,White,Female,Gov,Never-married,26,13,0,0,60
>50K.,White,Male,Gov,Married,45,10,0,0,40
<=50K.,White,Male,Gov,Never-married,24,13,0,0,40
>50K.,White,Male,Gov,Never-married,42,9,0,0,40
<=50K.,White,Female,Gov,Widowed,55,13,0,0,48
<=50K.,White,Male,Gov,Married,57,9,0,0,40
>50K.,White,Female,Gov,Married,41,10,3103,0,40
<=50K.,White,Female,Gov,Never-married,24,4,0,0,20
>50K.,White,Female,Gov,Married,58,13,0,0,20
>50K.,White,Female,Gov,Married,59,13,0,0,45
<=50K.,White,Male,Gov,Never-married,25,13,0,0,45
<=50K.,White,Female,Gov,Never-married,32,13,0,0,40
<=50K.,White,Male,Gov,Never-married,24,13,0,0,40
<=50K.,Black,Male,Gov,Divorced,27,10,0,0,40
<=50K.,Black,Male,Gov,Divorced,63,13,0,0,35
<=50K.,Black,Female,Gov,Never-married,25,13,0,0,40
<=50K.,White,Male,Gov,Married,33,10,0,0,66
<=50K.,White,Male,Gov,Never-married,40,14,0,0,40
<=50K.,White,Female,Gov,Widowed,62,9,0,0,40
<=50K.,White,Male,Gov,Married,60,9,0,0,40
<=50K.,Black,Female,Gov,Never-married,37,9,0,0,40
<=50K.,White,Female,Gov,Never-married,19,10,0,0,15
<=50K.,White,Male,Gov,Divorced,41,13,0,0,20
<=50K.,White,Male,Gov,Married,43,9,0,0,40
<=50K.,White,Male,Gov,Never-married,24,10,0,0,40
<=50K.,White,Female,Gov,Widowed,56,14,0,0,40
<=50K.,White,Female,Gov,Never-married,35,13,0,0,40
<=50K.,White,Male,Gov,Married,34,13,0,2051,40
<=50K.,White,Male,Gov,Never-married,33,14,0,0,50
<=50K.,Black,Female,Gov,Divorced,52,9,0,0,40
<=50K.,White,Female,Gov,Widowed,59,10,0,0,40
<=50K.,Black,Male,Gov,Married,38,13,0,0,40
>50K.,Black,Male,Gov,Married,44,11,0,0,40
<=50K.,White,Male,Gov,Never-married,34,13,0,0,50
<=50K.,White,Male,Gov,Married,46,13,0,0,38
<=50K.,Black,Female,Gov,Separated,59,9,0,2339,40
<=50K.,Black,Male,Gov,Married,34,14,0,0,40
>50K.,White,Male,Gov,Married,48,12,0,0,56
<=50K.,Black,Male,Gov,Separated,39,13,0,0,30
<=50K.,Black,Male,Gov,Married,41,10,4650,0,40
<=50K.,White,Male,Gov,Never-married,21,10,0,0,20
<=50K.,White,Female,Gov,Divorced,44,12,2354,0,40
>50K.,White,Male,Gov,Married,57,9,0,0,40
<=50K.,White,Female,Gov,Never-married,36,14,0,0,30
<=50K.,White,Female,Gov,Widowed,49,9,0,0,20
>50K.,White,Male,Gov,Married,48,14,15024,0,40
<=50K.,White,Female,Gov,Widowed,67,4,0,0,20
<=50K.,White,Female,Gov,Divorced,52,11,0,0,40
>50K.,Black,Male,Gov,Married,41,9,0,0,40
<=50K.,White,Male,Gov,Married,57,5,0,0,40
<=50K.,White,Male,Gov,Married,38,13,0,0,37
<=50K.,Black,Female,Gov,Never-married,40,9,0,0,40
<=50K.,White,Female,Gov,Never-married,21,10,0,0,8
<=50K.,White,Female,Gov,Married,51,9,3908,0,40
<=50K.,White,Male,Gov,Married,33,9,0,0,37
<=50K.,White,Female,Gov,Never-married,26,13,0,0,40
<=50K.,Black,Female,Gov,Never-married,28,10,0,0,40
<=50K.,White,Male,Gov,Never-married,32,13,0,0,35
>50K.,Asian-Pac-Islander,Male,Gov,Married,64,9,0,0,35
<=50K.,Black,Female,Gov,Divorced,45,9,0,0,40
<=50K.,White,Female,Gov,Never-married,48,14,0,1380,40
<=50K.,White,Male,Gov,Divorced,40,13,0,0,40
>50K.,White,Male,Gov,Married,33,13,0,0,60
>50K.,Black,Male,Gov,Married,40,13,0,0,40
<=50K.,White,Male,Gov,Married,40,11,0,0,40
<=50K.,White,Female,Gov,Never-married,23,10,0,0,6
>50K.,Black,Female,Gov,Divorced,53,13,0,0,50
>50K.,White,Male,Gov,Divorced,42,10,0,0,65
<=50K.,Asian-Pac-Islander,Female,Gov,Never-married,44,13,0,0,38
>50K.,White,Male,Gov,Married,60,14,0,0,48
<=50K.,White,Female,Gov,Divorced,44,9,0,0,40
<=50K.,White,Female,Gov,Divorced,49,13,0,625,40
>50K.,White,Male,Gov,Married,39,13,0,1887,40
<=50K.,Black,Female,Gov,Never-married,30,14,0,0,20
>50K.,Asian-Pac-Islander,Male,Gov,Married,38,13,0,0,40
<=50K.,White,Male,Gov,Never-married,27,10,0,0,40
<=50K.,White,Male,Gov,Never-married,20,10,0,0,54
>50K.,White,Male,Gov,Married,31,13,0,0,38
<=50K.,White,Female,Gov,Divorced,46,9,0,0,40
<=50K.,White,Male,Gov,Married,44,14,0,0,40
<=50K.,White,Male,Gov,Never-married,38,13,0,0,40
<=50K.,White,Male,Gov,Married,29,13,0,0,60
<=50K.,White,Female,Gov,Never-married,21,10,0,0,30
<=50K.,White,Female,Gov,Never-married,45,9,0,0,40
<=50K.,White,Female,Gov,Married,34,9,0,1740,35
<=50K.,White,Female,Gov,Never-married,26,13,0,0,38
>50K.,White,Male,Gov,Married,43,10,0,0,40
<=50K.,White,Male,Gov,Never-married,23,10,0,0,15
<=50K.,White,Female,Gov,Never-married,23,13,0,0,40
>50K.,White,Male,Gov,Married,30,13,0,0,45
<=50K.,White,Male,Gov,Never-married,26,9,0,0,40
>50K.,White,Male,Gov,Married,39,14,7298,0,40
>50K.,White,Male,Gov,Married,41,9,0,0,40
>50K.,White,Female,Gov,Married,46,13,0,0,40
